ObjectType;OldId;Name;NewId
"page;50049;""Budget Approval Lines"";"
"page;50050;""G/L Budget Entry"";"
"page;50051;""Goods Evaluation Criteria"";"
"page;50052;""Goods Evaluations"";"
"page;50053;""Savings Scheme Transactions"";"
"page;50054;""Request Training Participants"";"
"page;50055;""Training Needs Request List"";"
"page;50056;""Job Application Card"";"
"page;50057;""Job Applications List"";"
"page;50058;""Director Appraisals List"";"
"page;50059;""Dir Appraisal Objectives List"";"
"page;50060;""Director Training Participants"";"
"page;50061;""Dir Employee Absence List"";"
"page;50062;""Dir Training Evaluation List"";"
"page;50063;""Dir Leave Applications List"";"
"page;50064;""Director Leave Recalls List"";"
"page;50065;""Dir Probation Appraisals List"";"
"page;50066;""Dir Employee Leave Plan List"";"
"page;50067;""Batch Invoices List"";"
"page;50068;""Batch Invoices"";"
"page;50069;""Batch Invoices Lines"";"
"page;50070;""Levy Receipt List - Posted"";"
"page;50071;""Levy Receivables - Posted"";"
"page;50072;""Posted Batch Invoices"";"
"page;50073;""Batch Levy Receivables"";"
"page;50074;""Batch Levy Receipt List"";"
"page;50075;""Posted Batch Invoices List"";"
"page;50076;""Doc Approval Delegation Admin"";"
"page;50077;""Doc Approval Delegations Admin"";"
"page;50078;""Active Appr Delegations Admin"";"
"page;50079;""Released Store Requisitions"";"
"page;50080;""Market Intrest Rates"";"
"page;50081;""Employment History Codes"";"
"page;50082;""Grievance Card"";"
"page;50083;""Grievance List"";"
"page;50084;""Grievance List-GS"";"
"page;50085;""Loan List"";"
page;50086;Reports;
"page;50087;""User Signatures"";"
"page;50088;""Grievance Card-GS"";"
"page;50089;""Tender Bids"";"
"page;50090;""Tender Bidders Summary"";"
"page;50091;""Claim Header Finance"";"
"page;50092;""Imprest Header Finance"";"
"page;50093;""Request Listing Finance"";"
"page;50094;""Claims Listing Finance"";"
"page;50095;""Claims_Refunds Listing Finance"";"
"page;50096;""Claims Refund Finance"";"
"page;50097;""Med Claim Header List-Finance"";"
"page;50098;""Board Medical Claims-Finance"";"
"page;50099;""Board Medical Claim Header-Fin"";"
"page;50100;""Account Event Option Box"";"
"page;50101;""Gen. Journal Line Approval"";"
"page;50102;""Journal Approval Card"";"
"page;50103;""Journal Approval"";"
page;50104;Interview;
"page;50105;""Contract Time Lines"";"
"page;50106;""Vendor Penalties"";"
"page;50107;""Invoice Header"";"
"page;50108;""Invoice Lines"";"
"page;50109;""Imprest Types"";"
"page;50110;""Group Imprest Lines"";"
"page;50111;""Claim Accounting Lines"";"
"page;50112;""Votehead Category"";"
"page;50113;""Partial Imprest Issue"";"
"page;50114;""Partial Imprest Issues"";"
"page;50115;""Posted Imprests"";"
"page;50116;""Imprest List unapproved"";"
"page;50117;""Imprest List Self Service"";"
"page;50118;""Posted Partial Imprests"";"
"page;50119;""Imprest List Archived"";"
"page;50120;""Imprest Surrender Archived"";"
"page;50121;""Stores Management RC"";"
"page;50122;""Stores Cues"";"
"page;50123;""AGPO Categories"";"
"page;50124;""Released PRs-Not Procured"";"
"page;50125;""Imprest Posted"";"
"page;50126;""Approved Imprest"";"
"page;50127;""Surrender Pending Approval"";"
"page;50128;""Posted Imprest Surrender"";"
"page;50129;""Approved Imprest Surrender"";"
"page;50130;""Imprest Pending Approval"";"
"page;50131;""PR Employer Contributions"";"
"page;50132;""Functional Establishment Plan"";"
"page;50133;""Functional Establishment Card"";"
"page;50134;""Functional Establishment List"";"
"page;50135;""Hr Screening Qn Group"";"
"page;50139;""HR Disciplinary Cases Listpart"";"
"page;50140;""Posted Leave Recalls"";"
"page;50145;""Training Application External"";"
"page;50146;""External training applications"";"
"page;50147;""Training Approval Committees"";"
"page;50148;""Training Approval Committee"";"
"page;50149;""Training Approval Lines"";"
"page;50150;""Pending Commitee Approval"";"
"page;50154;""Fleet Management Cue"";"
"page;50155;""Fleet Lookup"";"
"page;50156;""Vehicle Incidents Part"";"
"page;50157;""Submitted Vehicle Incidents"";"
"page;50158;""Vehicle Driver Line"";"
"page;50165;""HR Loan Applications Card"";"
"page;50167;""Cadre Groups Setup List"";"
"page;50168;""Organization Hierarchy Functi"";"
"page;50169;""Organization Hierarchy Funct"";"
"page;50170;""Pending Leave Applications"";"
"page;50172;""Recruitment Salary Benefits"";"
"page;50175;""Sub PC Objective Activities"";"
"page;50176;""Eligible Grades"";"
"page;50178;""Discipline Document Stage"";"
"page;50179;""PR Employee Transactions Hist."";"
"page;50180;""Discipline Details"";"
"page;50181;""Discipline Details List"";"
"page;50182;""Application Procedures"";"
"page;50188;""Leave Adjustment List"";"
"page;50189;""Leave Adjustment Voucher"";"
"page;50192;""Discipline Accused Employees"";"
"page;50193;""Discipline Document"";"
"page;50194;""Discipline Document List"";"
"page;50195;""Submitted Discipline Document"";"
"page;50196;""PR Bank Accounts"";"
"page;50197;""PR Bank Branches"";"
"page;50198;""PR Employee Posting Group"";"
"page;50199;""PR Employee Transactions"";"
"page;50200;""PR Header Salary Card - ALL"";"
"page;50201;""PR NHIF Setup"";"
"page;50202;""PR Salary List (ALL)"";"
"page;50204;""PR Trans Codes Groups - Card"";"
"page;50205;""PR Trans Codes Groups - List"";"
"page;50206;""PR NSSF Setup"";"
"page;50207;""PR Transaction Code Groups"";"
"page;50208;""PR PAYE Setup"";"
"page;50221;""Airtime Allowance list"";"
"page;50222;""Airtime Allowance Card"";"
"page;50223;""HR Airtime Staff"";"
page;50275;prPayChangeAdvice;
"page;50287;""Payroll Data Form"";"
"page;50288;""Payroll Data Form List"";"
"page;50293;""PR Salary List Inactive"";"
page;50319;PrEmployeeTransPCA2;
"page;50327;""Employee Requsition Lines"";"
"page;50330;""Tyre Requisition"";"
"page;50332;""Tyre Requisitions"";"
"page;50333;""Tyre Requisition Lines"";"
"page;50334;""Approved PCAs"";"
"page;50335;""Training Gaps"";"
"page;50336;""Appraisal Award Recommend"";"
"page;50338;""Copy ScoreCard"";"
"page;50347;""Draft Workplan List"";"
"page;50348;""Draft Workplan Card"";"
"page;50349;""Draft Workplan Cons. List"";"
"page;50350;""Draft Workplan Cons. Card"";"
"page;50356;""Budget Comments"";"
"page;50357;""Workplan Activities"";"
"page;50358;""Workplan Budget Lines"";"
"page;50370;""Expense Requisitions"";"
"page;50372;""Expense Requsition Line"";"
"page;50373;""Expense Re. Imprest Lines"";"
"page;50374;""Expense Req. Direct Expenses"";"
"page;50377;""PR Transactions Buffer"";"
"page;50382;""Position Targets"";"
"page;50385;""Academic Grades"";"
"page;50386;""Clearance Form Setup"";"
"page;50398;""prPCA list"";"
"page;50409;""PR Payroll Periods"";"
"page;50416;""Adoption Leave Setup"";"
"page;50421;""Submitted Inspections"";"
"page;50423;""Approved Inspection Committee"";"
"page;50428;""Eligible Positions"";"
"page;50460;""Performance Targets"";"
"page;50461;""PMMU Activity List"";"
"page;50462;""PMMU Activities"";"
page;50465;Workings;
"page;50473;""Supplementary Lines"";"
"page;50474;""Supplementary Line"";"
"page;50475;""Workplan Revision Lines1"";"
"page;50477;""Unit Specific Control"";"
"page;50484;""Strategy Output"";"
"page;50487;""Payroll Projections Buffer"";"
"page;50488;""PAS Training Needs"";"
"page;50489;""Non-Payroll Payments"";"
"page;50787;""prEmployee Trans PCA"";"
"page;51000;""HR Leave Reimbursements List"";"
"page;51001;""HR Leave Requests"";"
"page;51005;""Employee Transfer List"";"
"page;51006;""Employee Transfer"";"
"page;51007;""Vehicle Request List"";"
"page;51008;""Vehicle Request"";"
"page;51009;""Vehicle Incident Card"";"
"page;51010;""Vehicle Incident List"";"
"page;51011;""Vehicle Types"";"
"page;51012;""Vehicle Entitlement"";"
"page;51015;""Organization Hierarchy Header"";"
"page;51016;""Organization Hierarchy List"";"
"page;51017;""Induction List"";"
"page;51018;""Induction Card"";"
"page;51019;""Induction Lines"";"
"page;51020;""Induction Curriculum"";"
"page;51021;""Induction Activities"";"
"page;51022;""Released Corp Str Plans"";"
"page;51024;""Current Skills Assessment"";"
"page;51025;""TNA Questions"";"
"page;51030;""Skill Type"";"
"page;51031;""SubWorkPlan Activity Inputs"";"
"page;51032;""HR Leave Requisition List"";"
"page;51033;""Training History1"";"
"page;51103;""PR Payroll Access Rights"";"
"page;51138;""Staff Advance"";"
"page;51196;""HR PAYROLL ROLECENTRE"";"
"page;51287;""PR Rates & Ceilings"";"
"page;51289;""PR Transaction Code Card"";"
"page;52193423;""Debtors List"";"
"page;52193424;""Document Approval Delegation1"";"
"page;52193425;""Active Approval Delegations1"";"
"page;52193426;""Document Appr Delegation List1"";"
"page;52193427;""Loan Attachments"";"
"page;52193428;""Cheque Transfer Lis"";"
"page;52193429;""Normal Cheque Banking-Posted"";"
"page;52193430;""Transaction Schedule111"";"
page;52193431;Cheque;
"page;52193432;""Cheque List"";"
"page;52193433;""Branches List"";"
"page;52193434;""Loans Form"";"
"page;52193435;""Directors-App"";"
page;52193436;Directors111;
"page;52193437;""Cheque Requisition"";"
"page;52193438;""Cheque Book - Leaf List"";"
"page;52193439;""EFT Header List"";"
page;52193440;Transactionsyyyy;
"page;52193441;""Loan Refinancing"";"
"page;52193442;""Offsetting Header"";"
"page;52193443;""Offsetting List"";"
"page;52193444;""Offsetting Contributions List"";"
"page;52193445;""Offsetting Loans List"";"
"page;52193446;""Share Transfer Header"";"
"page;52193447;""Share Transfer List"";"
"page;52193448;""Share Transfer Lines"";"
"page;52193449;""Msacco Profile List"";"
"page;52193450;""Msacco Profile Card"";"
"page;52193451;""Loan Calculator"";"
"page;52193452;""Branches Card"";"
"page;52193453;""Transactions-Rejected"";"
"page;52193454;""Dividend Setup"";"
"page;52193455;""Member Statistics"";"
"page;52193456;""Processed MemberApplica Card"";"
"page;52193457;""Processed Member Applica List"";"
"page;52193458;""Processed Fosa Acc Applic Card"";"
"page;52193459;""My Loan Product List"";"
"page;52193460;""Monthly Contributions"";"
"page;52193461;""Bosa Product List"";"
"page;52193462;""Bosa Product Card"";"
"page;52193463;""Product Application Card"";"
"page;52193464;""Group Members"";"
"page;52193465;""Member List - Emp"";"
"page;52193466;""My Resource Manager Activities"";"
"page;52193467;""My Company Job List"";"
"page;52193468;""My Employee List"";"
"page;52193469;""My IT Operations Activities"";"
"page;52193470;""My Loans List"";"
"page;52193471;""My Mails Send List"";"
"page;52193472;""My Company Activities"";"
"page;52193473;""Credit Manager Role Center"";"
"page;52193474;""T&T Manager Role Center"";"
"page;52193475;""IT Manager Role Center"";"
"page;52193476;""HR Manager Role Center"";"
"page;52193477;""Financial Manager Role Center"";"
"page;52193478;""Sacco Manager Role Center"";"
"page;52193479;""My Members"";"
"page;52193480;""Standing Orders Card-Active"";"
"page;52193481;""Loans Appraisal"";"
"page;52193482;""Loan Purpose"";"
"page;52193483;""Loans List-Bosa"";"
"page;52193484;""Loans List Bosa - Posted"";"
"page;52193485;""Loan App Card Bosa - Posted"";"
"page;52193486;""Loans List Fosa-Posted"";"
"page;52193487;""Standing Order List- Active"";"
"page;52193488;""Loans List-MF"";"
"page;52193489;""Loan Application Card - MICRO"";"
"page;52193490;""Loans Collaterals - BOSA"";"
"page;52193491;""Security and Attachment Items"";"
"page;52193492;""Security Types"";"
"page;52193493;""Assignment Matrix"";"
"page;52193494;""General Journal - Not Posted"";"
"page;52193495;""General Journal - Posted"";"
"page;52193496;""Payment Voucher Customer ptd"";"
"page;52193497;""Payment Voucher GPA PTD"";"
"page;52193498;""Payment Voucher Approval"";"
"page;52193499;""BBF Paid Form"";"
"page;52193500;""BBF list"";"
"page;52193501;""Loan Application Card- Fosa"";"
"page;52193502;""Repayment Schedule"";"
"page;52193503;""Product Cycle"";"
"page;52193504;""Loan Product List"";"
"page;52193505;""Loan Product Card"";"
"page;52193506;""Loans Listx-Fosa"";"
page;52193507;Charges;
"page;52193508;""Product Charges"";"
"page;52193509;""Loan Application Charges"";"
"page;52193510;""Loan Guarantors"";"
"page;52193511;""Loans Top up"";"
"page;52193512;""Members Card"";"
"page;52193513;""Loans Subform"";"
page;52193514;NextOfKinBOSAMemberApplicants;
"page;52193515;""Loan Application Card - BOSA"";"
"page;52193516;""General Set-Up"";"
"page;52193517;""Loans Guarantors - BOSA"";"
"page;52193518;""Receipts Buffer"";"
"page;52193519;""Shares Banding"";"
"page;52193520;""Batches - List"";"
"page;52193521;""Loans Batches"";"
"page;52193522;""Loan Batches List"";"
"page;52193523;""Loan Card - Posted"";"
"page;52193524;""Approvals Setup"";"
"page;52193525;""Movement Tracker"";"
"page;52193526;""Special Loan Clearance"";"
"page;52193527;""Approvals Users Setup"";"
page;52193528;Refunds;
"page;52193529;""Refunds Subform"";"
"page;52193530;""Withdrawals Subform"";"
"page;52193531;""Member Card - Editable"";"
"page;52193532;""Membership Application"";"
"page;52193533;""File Movement Tracker"";"
"page;52193534;""Departments List"";"
"page;52193535;""Posted - EFT Funds Transfer"";"
"page;52193536;""Teller Tills list"";"
"page;52193537;""Posted Transactions List"";"
"page;52193538;""Rejected Transactions List"";"
"page;52193539;""Treasury List"";"
page;52193540;Denominations;
"page;52193541;""Account Card"";"
"page;52193542;""Account Types"";"
"page;52193543;""Account Types List"";"
"page;52193544;""Charges - FOSA"";"
"page;52193545;""Account Notices"";"
"page;52193546;""Transaction Type"";"
"page;52193547;""Transaction Type - List"";"
"page;52193548;""Transaction Charges"";"
"page;52193549;""Fixed Deposit Type"";"
"page;52193550;""FD Interest Calculation"";"
"page;52193551;""Cheque Types1"";"
"page;52193552;""Fixed Deposit Type list"";"
"page;52193553;""No. Series - FOSA"";"
"page;52193554;""Account Signatories"";"
page;52193555;Transactions;
"page;52193556;""Teller Till Card"";"
"page;52193557;""Treasury Card"";"
"page;52193558;""EFT List"";"
"page;52193559;""Transactions List"";"
page;52193560;Authorizations;
"page;52193561;""Supervisor Approval Levels"";"
"page;52193562;""Fosa Acc Applic Card"";"
"page;52193563;""Employer Listx"";"
"page;52193564;""Applicants Listx"";"
"page;52193565;""Next of Kin - FOSA"";"
"page;52193566;""Account Signatory Card"";"
"page;52193567;""Status Change Permissions"";"
"page;52193568;""Standing Orders"";"
"page;52193569;""Standing Order List"";"
"page;52193570;""Standing Order Register"";"
"page;52193571;""Banking Schedule"";"
"page;52193572;""Bankers Cheque Schedule"";"
page;52193573;Banks;
"page;52193574;""Cheque Register"";"
"page;52193575;""Interest Earned"";"
"page;52193576;""EFT Card"";"
"page;52193577;""EFT Details"";"
"page;52193578;""Salaries Buffer"";"
page;52193579;Departments;
"page;52193580;""Loans Guarantors - FOSA"";"
"page;52193581;""Applicants Next Of Kin111"";"
"page;52193582;""Account Signatories - Appl."";"
"page;52193583;""Account Signatory Card - Appl"";"
"page;52193584;""Salaries Buffer - Processed"";"
"page;52193585;""Account Card - Editable"";"
"page;52193586;""Cheque Register Set Up"";"
"page;52193587;""Relationship Types"";"
"page;52193588;""Teller n Treasury Trans List"";"
"page;52193589;""Teller n Treasury Trans List-P"";"
"page;52193590;""User Branch Setup"";"
"page;52193591;""Chart of Accounts - Editable"";"
"page;52193592;""Payment Processing"";"
"page;52193593;""Transaction Schedule Income"";"
"page;52193594;""Cheque Commissions Band"";"
"page;52193595;""Standing Order Schedule"";"
"page;52193596;""Loan Offset FOSA"";"
"page;52193597;""Income deductions"";"
"page;52193598;""Account Holder"";"
"page;52193599;""Account Holders"";"
"page;52193600;""Microfinance Transaction"";"
"page;52193601;""Micro fin trans Subform"";"
"page;52193602;""Expenditure Authority"";"
"page;52193603;""Approved AIE"";"
"page;52193604;""Authority to incur Expenditure"";"
"page;52193605;""Tax Table111"";"
"page;52193606;""Loan Transaction111"";"
"page;52193607;""Employee Bank Account Card111"";"
"page;52193608;""Employee Posting Group111"";"
"page;52193609;""Receipts Line Allocation"";"
"page;52193610;""Cheque Transactions "";"
"page;52193611;""Cheques Disbursment Form111"";"
"page;52193612;""Trial xxxxxxx"";"
"page;52193613;""Reallocation Linesx"";"
page;52193614;Unallocated;
page;52193615;Allocated;
"page;52193616;""Receipt Linesx Block Schedule"";"
"page;52193617;""Reallocation Total Lines"";"
"page;52193618;""Payment Linesx"";"
page;52193619;Paymentsx;
"page;52193620;""Paymentsx-Posted"";"
"page;52193621;""PV Lines111"";"
"page;52193622;""Transactions Type"";"
"page;52193623;""Payment Modes111-SACCO"";"
"page;52193624;""Receipts and Payments Typex"";"
"page;52193625;""Tarriff Codes"";"
"page;52193626;""Payment Voucher Customer111"";"
"page;52193627;""Unallocated List"";"
"page;52193628;""Payments Listx"";"
"page;52193629;""Allocated List"";"
"page;52193630;""Payments Listx-Posted"";"
"page;52193631;""Standing Orders-Active"";"
"page;52193632;""Micro Finance Card"";"
"page;52193633;""checkoff new"";"
"page;52193634;""Checkoff New IESA"";"
"page;52193635;""Staff Number IESA"";"
"page;52193636;""Member Card"";"
"page;52193637;""Customer PV breakdown"";"
"page;52193638;""Membership Applications-Card"";"
"page;52193639;""Member Share Contribution"";"
"page;52193640;""Member Loan Application Form"";"
"page;52193641;""Member List"";"
"page;52193642;""Membership Approval"";"
"page;52193643;""Member RApplications"";"
"page;52193644;""Rejected Applications"";"
"page;52193645;""Member Applications List"";"
"page;52193646;""Member Statistics FactBox"";"
"page;52193647;""MF Applications List"";"
"page;52193648;""Micro Finance List"";"
"page;52193649;""Deceased Member Details"";"
"page;52193650;""Death Certificate Details"";"
"page;52193651;""Funeral & Death Contributions"";"
"page;52193652;""Applicants Legibility"";"
"page;52193653;""FOSA Processed Applicants List"";"
page;52193654;Attachments;
"page;52193655;""Member Attachments"";"
"page;52193656;""Pay Mode111"";"
"page;52193657;""Receipts Line111"";"
"page;52193658;""Receipts List111"";"
page;52193659;Receipt111;
"page;52193660;""SMS Setup"";"
"page;52193661;""SMS Setup List"";"
"page;52193662;""SMS Message View"";"
"page;52193663;""SMS Types"";"
"page;52193664;""SMS Batch List"";"
"page;52193665;""SMS Lines"";"
"page;52193666;""Message Types"";"
"page;52193667;""My Sent SMS"";"
"page;52193668;""Approved SMS Batch List"";"
"page;52193669;""Approved SMS Batch Card"";"
"page;52193670;""Email Notifications"";"
"page;52193671;""Notifications List"";"
"page;52193672;""Notification Card"";"
"page;52193673;""Notification Lines"";"
"page;52193674;""Send Email Notifications"";"
"page;52193675;""Withdrawal Card"";"
"page;52193676;""Withdrawal List"";"
"page;52193677;""Teller & Treasury TransactionP"";"
"page;52193678;""User Signature111"";"
"page;52193679;""Teller & Treasury Transaction"";"
"page;52193680;""Terms of Service Listx"";"
"page;52193681;""Employers Card"";"
"page;52193682;""FOSA setup"";"
"page;52193683;""FOSA Applicants List"";"
"page;52193684;""Account Type Card"";"
"page;52193685;""ATM Cards111"";"
"page;52193686;""Transaction Lines111"";"
"page;52193687;""Departments - Employer Card111"";"
"page;52193688;""Departments - Employer List111"";"
"page;52193689;""Loan Types Lines111"";"
"page;52193690;""FOSA accounts list"";"
"page;52193691;""Type Code111"";"
"page;52193692;""Member Accounts Inquiry"";"
"page;52193693;""Member Account Lines"";"
"page;52193694;""Member account header list"";"
"page;52193695;""Member Accounts List"";"
"page;52193696;""FOSA Account Schedule"";"
page;52193697;ReceiptFin111;
"page;52193698;""Receipts ListFin111"";"
"page;52193699;""Receipts LineFin111"";"
"page;52193700;""Cash Management Setup111"";"
"page;52193701;""Payment Voucher111"";"
"page;52193702;""PV Lines11"";"
"page;52193703;""Pay Mode11"";"
"page;52193704;""ReceiptFin - Posted111"";"
"page;52193705;""Payment Voucher - Posted111"";"
"page;52193706;""Payments List111"";"
"page;52193707;""Teller Requisition"";"
"page;52193708;""Teller Requisition List"";"
"page;52193709;""Commitment Entries11"";"
"page;52193710;""Teller & Tr. Transactions - P1"";"
"page;52193711;""Posted Transactions111"";"
"page;52193712;""Business Acc Info"";"
"page;52193713;""Business Acc Info Approved"";"
"page;52193714;""Imprest Requisitioning111"";"
"page;52193715;""Imprest Lines111"";"
"page;52193716;""Petty Cash Lines111"";"
page;52193717;Imprest111;
"page;52193718;""Fully Approved Imprest111"";"
"page;52193719;""Imprest Card111"";"
"page;52193720;""Transaction Types Finance111"";"
"page;52193721;""Posted Imprest111"";"
"page;52193722;""Posted Imprest Surrender111"";"
page;52193723;Overdraft;
"page;52193724;""Overdraft List"";"
"page;52193725;""Funeral Scheme List"";"
"page;52193726;""Funeral Scheme Card"";"
"page;52193727;""Funeral Plan List"";"
page;52193728;RTGS;
"page;52193729;""RTGS List"";"
"page;52193730;""RTGS Lines"";"
"page;52193731;""Loan Group List"";"
"page;52193732;""SACCO Payment Batches"";"
"page;52193733;""Loan client Applic List"";"
"page;52193734;""Batch Member Receipt"";"
"page;52193735;""Imported List"";"
"page;52193736;""Member Contribution List"";"
"page;52193737;""Next of kin - BOSA"";"
"page;52193738;""Business Acc Info - Approved"";"
"page;52193739;""FD Terms"";"
"page;52193740;""BBF List11"";"
"page;52193741;""Posted-Payment Processing"";"
"page;52193742;""Micro Finance setup"";"
"page;52193743;""BOSA setup"";"
"page;52193744;""Titles List"";"
"page;52193745;""Class Codes"";"
"page;52193746;""Payment Listing"";"
"page;52193747;""PV Lines"";"
"page;52193748;""Receipts and Payment Typesx"";"
"page;52193749;""Pay Modesx"";"
page;52193750;Receipts;
"page;52193751;""Cheque Typesx"";"
"page;52193752;""Bank Codesx"";"
"page;52193753;""Tarriff Codesx"";"
"page;52193754;""Payment Voucher Card"";"
page;52193755;EFT;
"page;52193756;""Payment Voucher-Posted"";"
"page;52193757;""Approval Entries Listing"";"
"page;52193758;""Payment Modes111"";"
"page;52193759;""Pay Modes"";"
"page;52193760;""Cheque Types"";"
"page;52193761;""File Requests list"";"
"page;52193762;""File batch"";"
"page;52193763;""Received Books Request"";"
"page;52193764;""Books issuing"";"
